TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
1000000.0	527247.0	524071.2	529743.4
2000000.0	782830.5	779093.9	785775.5
3000000.0	942167.0	938285.4	945163.7
4000000.0	1056417.5	1052451.1	1059439.4
5000000.0	1146507.0	1142416.5	1149558.9
6000000.0	1222162.0	1217936.5	1225305.0
7000000.0	1288488.5	1284060.1	1291686.3
8000000.0	1348250.1	1343622.4	1351531.6
9000000.0	1403160.8	1398345.2	1406556.9
10000000.0	1454394.1	1449330.6	1457869.5
11000000.0	1502689.9	1497331.5	1506225.8
12000000.0	1548432.1	1542887.5	1552196.8
13000000.0	1592224.2	1586396.5	1596214.4
14000000.0	1634188.9	1628151.6	1638486.7
15000000.0	1674369.0	1668364.5	1679277.3
16000000.0	1713186.1	1706996.0	1718999.7
17000000.0	1750719.3	1744270.5	1757536.0
18000000.0	1787235.2	1779210.8	1795330.2
19000000.0	1822415.5	1813202.0	1832286.8
20000000.0	1856950.2	1846389.2	1867768.6
21000000.0	1890544.8	1878529.5	1902309.5
22000000.0	1922892.5	1909505.0	1936292.0
23000000.0	1954260.4	1938775.0	1970418.7
24000000.0	1985096.7	1966911.8	2004368.0
25000000.0	2015277.2	1994538.3	2037883.3
26000000.0	2044551.4	2021854.5	2070925.6
27000000.0	2073099.9	2048449.6	2103521.8
28000000.0	2101287.9	2074271.0	2135509.5
29000000.0	2129091.3	2099325.2	2166595.5
30000000.0	2156777.3	2123741.2	2197247.0
31000000.0	2183702.6	2147544.5	2227543.4
32000000.0	2209720.9	2170759.1	2257553.5
33000000.0	2235080.4	2193407.9	2287225.3
34000000.0	2259937.4	2215512.4	2316621.2
35000000.0	2284309.4	2237093.0	2345881.8
36000000.0	2308212.8	2258169.2	2375129.5
37000000.0	2331662.9	2278759.2	2404130.2
38000000.0	2354674.4	2298880.5	2432894.4
39000000.0	2377427.1	2318549.6	2461432.0
40000000.0	2399981.2	2337782.2	2489752.1
