TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
1000000.0	444202.0	436497.2	452715.3
2000000.0	835832.5	820808.1	852008.5
3000000.0	1213920.0	1191947.3	1237514.9
4000000.0	1582967.0	1554274.6	1613737.1
5000000.0	1944784.5	1909558.6	1982513.6
6000000.0	2300393.0	2258801.4	2344896.5
7000000.0	2650462.0	2602655.5	2701571.7
8000000.0	2995480.5	2941600.1	3053040.7
9000000.0	3335821.0	3275996.3	3399686.6
10000000.0	3671787.0	3606142.4	3741828.8
11000000.0	4003631.0	3932282.9	4079720.5
12000000.0	4331565.5	4254623.3	4413585.4
13000000.0	4655776.5	4573340.6	4743611.2
14000000.0	4976424.5	4888598.7	5069966.8
15000000.0	5293655.5	5200533.8	5392799.3
16000000.0	5607598.5	5509273.9	5712247.7
17000000.0	5918373.5	5814933.7	6028430.0
18000000.0	6226085.0	6117616.3	6341458.1
19000000.0	6530835.0	6417416.3	6651435.0
20000000.0	6832712.0	6714422.7	6958452.8
21000000.0	7131802.5	7008717.1	7262597.5
22000000.0	7428166.5	7300376.2	7563953.7
23000000.0	7721871.5	7589471.2	7862593.1
24000000.0	8013007.5	7876066.6	8158590.0
25000000.0	8301639.0	8160228.3	8452009.2
26000000.0	8587829.5	8442014.1	8742915.2
27000000.0	8871632.5	8721478.0	9031366.7
28000000.0	9153107.0	8998674.9	9317419.1
29000000.0	9432301.5	9273655.5	9601127.8
30000000.0	9709266.5	9546465.6	9882541.9
31000000.0	9984049.5	9817151.1	10161710.9
32000000.0	10256693.8	10085757.8	10438681.0
33000000.0	10527244.6	10352322.8	10713496.8
34000000.0	10795741.3	10616890.2	10986200.0
35000000.0	11062239.6	10879496.3	11256831.2
36000000.0	11326800.0	11140177.6	11525429.0
37000000.0	11589421.2	11398969.3	11792031.0
38000000.0	11850138.1	11655905.0	12056672.9
39000000.0	12108984.1	11911017.3	12319389.1
40000000.0	12365991.4	12164337.6	12580213.4
41000000.0	12621191.3	12415896.0	12839177.4
42000000.0	12874613.6	12665721.8	13096312.1
43000000.0	13126287.5	12913843.3	13351647.6
44000000.0	13376240.9	13160287.6	13605212.7
45000000.0	13624501.1	13405081.2	13857035.5
46000000.0	13871094.3	13648249.8	14107142.9
47000000.0	14116046.1	13889818.1	14355561.5
48000000.0	14359381.1	14129810.2	14602316.5
49000000.0	14601123.4	14368249.6	14847432.7
50000000.0	14841296.2	14605159.0	15090934.2
51000000.0	15079922.4	14840560.4	15332844.3
52000000.0	15317023.9	15074475.3	15573185.6
53000000.0	15552622.3	15306924.7	15811980.2
54000000.0	15786739.0	15537929.0	16049249.7
55000000.0	16019394.9	15767508.0	16285014.8
56000000.0	16250612.4	15995681.2	16519296.0
57000000.0	16480422.7	16222467.4	16752113.1
58000000.0	16709242.4	16447885.1	16983485.5
59000000.0	16935672.2	16671952.4	17213431.9
60000000.0	17161333.7	16894686.8	17441970.8
61000000.0	17385618.1	17116105.3	17669120.1
62000000.0	17608562.2	17336224.7	17894897.2
63000000.0	17830186.3	17555060.8	18119319.2
64000000.0	18050507.6	17772629.2	18342402.7
