TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
1000000.0	821610.0	815870.8	828099.5
2000000.0	1588424.0	1577406.2	1600921.2
3000000.0	2323011.0	2306985.4	2341116.7
4000000.0	3032190.0	3011432.3	3055589.0
5000000.0	3719953.0	3694695.3	3748386.7
6000000.0	4389018.5	4359471.7	4422280.7
7000000.0	5041351.0	5007744.6	5079300.7
8000000.0	5678570.0	5641076.0	5721044.6
9000000.0	6301945.0	6260704.5	6348792.2
10000000.0	6912529.5	6867679.2	6963598.7
11000000.0	7511208.0	7462863.8	7566373.3
12000000.0	8098736.0	8047019.4	8157875.8
13000000.0	8675783.5	8620798.5	8738790.4
14000000.0	9242936.0	9184778.9	9309696.6
15000000.0	9800711.0	9739471.4	9871125.2
16000000.0	10349567.0	10285334.9	10423543.1
17000000.0	10889957.0	10822787.6	10967374.8
18000000.0	11422273.5	11352198.1	11503004.7
19000000.0	11946824.5	11873911.2	12030783.1
20000000.0	12463924.5	12388242.2	12551031.0
21000000.0	12973866.5	12895480.9	13064044.5
22000000.0	13476920.0	13395890.9	13570095.9
23000000.0	13973333.0	13889722.1	14069437.4
24000000.0	14463338.5	14377201.1	14562305.3
25000000.0	14947156.5	14858547.2	15048918.3
26000000.0	15424989.0	15333954.1	15529482.2
27000000.0	15897020.5	15803618.2	16004187.7
28000000.0	16363435.0	16267710.5	16473217.6
29000000.0	16824400.5	16726397.0	16936739.0
30000000.0	17280071.5	17179839.2	17394915.3
31000000.0	17730603.0	17628181.2	17847897.1
32000000.0	18176132.5	18071565.8	18295827.0
33000000.0	18616798.0	18510125.1	18738840.2
34000000.0	19052725.0	18943985.1	19177069.9
35000000.0	19484036.0	19373268.8	19610635.6
36000000.0	19910847.5	19798086.1	20039655.7
37000000.0	20333269.0	20218551.1	20464240.8
38000000.0	20751406.5	20634765.9	20884497.4
39000000.0	21165360.0	21046830.7	21300527.8
40000000.0	21575226.0	21454840.2	21712430.2
41000000.0	21981098.0	21858886.4	22120297.6
42000000.0	22383063.0	22259056.2	22524218.3
43000000.0	22781205.6	22655435.1	22924277.6
44000000.0	23175610.0	23048101.6	23320560.7
45000000.0	23566353.1	23437136.4	23713145.0
46000000.0	23953510.3	23822612.6	24102107.0
47000000.0	24337154.3	24204602.3	24487519.9
48000000.0	24717355.2	24583174.6	24869454.5
49000000.0	25094180.5	24958396.7	25247978.8
50000000.0	25467695.2	25330332.8	25623158.6
51000000.0	25837962.4	25699045.4	25995057.4
52000000.0	26205042.8	26064594.7	26363736.5
53000000.0	26568995.1	26427038.8	26729255.2
54000000.0	26929876.3	26786434.2	27091670.8
55000000.0	27287741.3	27142835.4	27451038.7
56000000.0	27642643.4	27496295.1	27807412.7
57000000.0	27994634.2	27846864.7	28160844.9
58000000.0	28343763.9	28194593.7	28511385.7
59000000.0	28690080.9	28539530.3	28859083.9
60000000.0	29033632.4	28881721.4	29203987.2
61000000.0	29374464.1	29221212.2	29546141.5
62000000.0	29712620.6	29558047.1	29885591.6
63000000.0	30048145.0	29892268.8	30222381.0
64000000.0	30381079.2	30223919.1	30556552.0
65000000.0	30711464.2	30553038.7	30888145.6
66000000.0	31039339.7	30879667.0	31217201.9
67000000.0	31364744.4	31203842.6	31543759.9
68000000.0	31687715.9	31525603.0	31867857.3
69000000.0	32008291.1	31844984.8	32189531.2
70000000.0	32326505.6	32162023.5	32508817.6
71000000.0	32642394.3	32476754.0	32825751.6
72000000.0	32955991.4	32789210.2	33140367.4
73000000.0	33267329.8	33099425.2	33452698.5
74000000.0	33576442.1	33407431.4	33762777.6
75000000.0	33883359.9	33713260.3	34070636.7
76000000.0	34188114.0	34016942.8	34376307.0
