TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
1000000.0	634989.5	616101.6	649795.0
2000000.0	1219974.5	1183955.0	1248124.0
3000000.0	1778653.0	1726617.5	1819247.6
4000000.0	2317170.5	2249960.8	2369521.2
5000000.0	2838979.0	2757290.8	2902510.6
6000000.0	3346384.0	3250798.0	3420587.1
7000000.0	3841022.5	3732061.5	3925459.8
8000000.0	4324151.0	4202293.4	4418445.0
9000000.0	4796781.5	4662454.9	4900586.2
10000000.0	5259737.5	5113341.6	5372737.5
11000000.0	5713708.0	5555608.0	5835611.2
12000000.0	6159284.5	5989819.8	6289822.0
13000000.0	6596978.0	6416471.6	6735896.2
14000000.0	7027229.5	6835979.8	7174258.1
15000000.0	7450438.5	7248727.8	7605345.3
16000000.0	7866951.0	7655050.1	8029530.1
17000000.0	8277089.5	8055250.7	8447136.9
18000000.0	8681136.5	8449601.6	8858462.7
19000000.0	9079350.5	8838350.3	9263775.4
20000000.0	9471971.5	9221727.4	9663323.0
21000000.0	9859217.0	9599936.2	10057329.0
22000000.0	10241289.0	9973172.7	10446000.8
23000000.0	10618370.0	10341617.0	10829537.8
24000000.0	10990639.0	10705430.6	11208111.9
25000000.0	11358254.5	11064769.9	11581893.8
26000000.0	11721364.0	11419781.5	11951039.9
27000000.0	12080114.5	11770595.3	12315692.8
28000000.0	12434634.0	12117339.8	12675992.3
29000000.0	12785048.5	12460135.5	13032068.2
30000000.0	13131475.5	12799095.4	13384039.4
31000000.0	13474027.5	13134322.6	13732023.0
32000000.0	13812808.0	13465921.3	14076125.7
33000000.0	14147918.0	13793985.5	14416453.8
34000000.0	14479452.0	14118607.2	14753102.8
35000000.0	14807500.5	14439871.2	15086167.4
36000000.0	15132146.5	14757858.8	15415736.1
37000000.0	15453475.5	15072651.1	15741892.0
38000000.0	15771564.0	15384321.5	16064717.8
39000000.0	16086487.0	15692941.7	16384290.6
40000000.0	16398314.8	15998579.4	16700684.9
41000000.0	16707118.9	16301300.9	17013971.0
42000000.0	17012963.4	16601170.6	17324216.8
43000000.0	17315911.4	16898247.7	17631487.7
44000000.0	17616023.6	17192590.4	17935846.5
45000000.0	17913358.2	17484254.6	18237353.4
46000000.0	18207971.5	17773293.9	18536066.6
47000000.0	18499917.6	18059760.3	18832041.9
48000000.0	18789248.4	18343703.7	19125333.5
49000000.0	19076014.4	18625172.3	19415993.2
50000000.0	19360264.0	18904212.5	19704071.3
51000000.0	19642044.2	19180869.2	19989616.3
52000000.0	19921400.2	19455186.0	20272675.2
