TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
1000000.0	362455.5	354169.2	370256.6
2000000.0	678599.0	662533.6	693811.2
3000000.0	985671.5	961999.2	1008048.6
4000000.0	1286698.5	1255615.0	1316074.2
5000000.0	1582944.5	1544614.6	1619156.9
6000000.0	1875089.0	1829711.3	1918000.6
7000000.0	2163582.5	2111286.7	2213068.8
8000000.0	2448745.5	2389655.0	2504687.7
9000000.0	2730822.5	2665042.2	2793099.5
10000000.0	3009998.5	2937644.9	3078512.6
11000000.0	3286434.5	3207609.9	3361082.2
12000000.0	3560263.5	3475067.5	3640950.5
13000000.0	3831599.5	3740125.6	3918230.8
14000000.0	4100542.5	4002882.0	4193029.4
15000000.0	4367177.0	4263422.2	4465436.1
16000000.0	4631584.5	4521818.6	4735530.8
17000000.0	4893833.5	4778140.4	5003390.7
18000000.0	5153991.5	5032452.9	5269081.2
19000000.0	5412114.5	5284809.2	5532661.3
20000000.0	5668261.0	5535262.8	5794190.6
21000000.0	5922476.5	5783861.0	6053720.4
22000000.0	6174812.0	6030651.0	6311297.4
23000000.0	6425308.5	6275674.9	6566971.3
24000000.0	6674008.0	6518968.4	6820784.4
25000000.0	6920949.5	6760573.2	7072773.1
26000000.0	7166148.5	7000523.2	7322978.8
27000000.0	7409657.5	7238849.9	7571438.1
28000000.0	7651513.5	7475587.4	7818183.4
29000000.0	7891746.0	7710763.7	8063248.2
30000000.0	8130383.5	7944407.6	8306663.2
31000000.0	8367457.0	8176547.2	8548459.2
32000000.0	8602993.5	8407206.6	8788663.1
33000000.0	8837017.5	8636413.8	9027303.2
34000000.0	9069555.0	8864190.5	9264404.0
35000000.0	9300628.4	9090560.6	9499993.5
36000000.0	9530264.5	9315545.2	9734094.4
37000000.0	9758483.7	9539167.8	9966730.0
38000000.0	9985307.6	9761448.0	10197922.7
39000000.0	10210757.0	9982405.4	10427694.3
40000000.0	10434852.0	10202059.5	10656065.8
41000000.0	10657612.1	10420428.8	10883057.5
42000000.0	10879056.2	10637531.2	11108689.0
43000000.0	11099202.4	10853384.4	11332979.4
44000000.0	11318068.5	11068005.3	11555947.2
45000000.0	11535671.7	11281409.4	11777610.3
46000000.0	11752028.8	11493615.4	11997986.1
47000000.0	11967155.8	11704636.0	12217091.4
48000000.0	12181068.6	11914486.5	12434942.6
49000000.0	12393782.6	12123185.6	12651555.4
50000000.0	12605312.7	12330741.9	12866944.8
51000000.0	12815673.5	12537172.3	13081124.5
52000000.0	13024879.1	12742490.1	13294103.9
53000000.0	13232943.4	12946708.6	13505857.7
54000000.0	13439879.8	13149840.7	13716789.6
55000000.0	13645701.7	13351899.0	13926165.6
56000000.0	13850421.8	13552895.9	14134513.4
57000000.0	14054052.7	13752843.4	14341750.0
58000000.0	14256606.6	13951753.3	14547880.0
59000000.0	14458095.7	14149637.1	14752914.1
60000000.0	14658531.5	14346506.2	14956863.6
61000000.0	14857925.7	14542371.6	15159740.2
62000000.0	15056289.4	14737244.0	15361555.4
63000000.0	15253633.7	14931134.0	15562320.7
64000000.0	15449969.2	15124052.1	15762047.3
65000000.0	15645306.7	15316008.2	15960746.0
66000000.0	15839656.3	15507012.5	16158427.7
67000000.0	16033028.3	15697074.5	16355102.9
68000000.0	16225432.5	15886203.9	16550782.1
69000000.0	16416878.8	16074410.1	16745475.2
70000000.0	16607376.6	16261702.2	16939192.4
71000000.0	16796935.3	16448089.2	17131943.4
72000000.0	16985564.2	16633580.1	17323737.8
73000000.0	17173272.2	16818183.4	17514585.0
74000000.0	17360068.3	17001907.8	17704494.3
75000000.0	17545961.0	17184761.6	17893474.6
76000000.0	17730959.1	17366753.1	18081535.1
77000000.0	17915070.8	17547890.2	18268684.3
78000000.0	18098304.5	17728181.1	18454930.9
79000000.0	18280668.1	17907633.5	18640283.4
80000000.0	18462169.8	18086255.0	18824750.1
81000000.0	18642817.4	18264053.2	19008339.1
82000000.0	18822618.4	18441035.6	19191058.5
83000000.0	19001580.6	18617209.5	19372916.2
84000000.0	19179711.5	18792581.9	19553919.9
85000000.0	19357018.2	18967160.1	19734077.3
86000000.0	19533508.1	19140957.5	19913395.9
87000000.0	19709188.2	19314052.0	20091883.1
88000000.0	19884065.6	19486375.3	20269546.3
89000000.0	20058147.1	19657934.1	20446392.4
90000000.0	20231439.5	19828735.1	20622428.7
91000000.0	20403949.5	19998784.6	20797662.1
92000000.0	20575683.7	20168089.0	20972099.4
93000000.0	20746648.5	20336654.5	21145747.3
94000000.0	20916850.4	20504487.3	21318612.5
95000000.0	21086366.3	20671593.5	21490701.6
96000000.0	21255195.2	20837979.0	21662020.9
97000000.0	21423283.9	21003649.8	21832576.8
98000000.0	21590638.5	21168611.7	22002375.6
99000000.0	21757265.0	21332870.3	22171423.5
100000000.0	21923169.4	21496431.3	22339726.5
101000000.0	22088357.4	21659300.4	22507290.7
102000000.0	22252835.0	21821482.9	22674121.9
103000000.0	22416607.7	21982984.3	22840226.0
104000000.0	22579681.1	22143809.9	23005608.6
105000000.0	22742061.0	22303965.1	23170275.6
106000000.0	22903752.6	22463454.9	23334232.5
107000000.0	23064761.4	22622284.6	23497484.8
108000000.0	23225092.8	22780459.1	23660038.0
109000000.0	23384752.0	22937983.5	23821897.4
110000000.0	23543744.2	23094862.7	23983068.3
111000000.0	23701965.0	23251101.5	24143556.1
112000000.0	23859427.4	23406012.4	24303365.7
113000000.0	24016231.1	23560228.1	24462502.4
114000000.0	24172380.8	23713825.4	24620971.2
115000000.0	24327881.3	23866809.8	24778777.1
116000000.0	24482737.4	24019186.5	24935924.9
117000000.0	24637063.2	24170960.4	25092419.5
118000000.0	24790889.0	24322136.3	25248265.8
119000000.0	24944090.7	24472718.8	25403468.3
120000000.0	25096672.8	24622712.3	25558031.9
121000000.0	25248639.8	24772121.1	25711961.1
122000000.0	25399996.1	24920949.2	25865260.5
123000000.0	25550746.1	25069200.8	26017934.6
124000000.0	25700894.0	25216879.6	26169987.9
125000000.0	25850444.2	25363989.5	26321424.7
126000000.0	25999400.8	25510534.1	26472249.4
127000000.0	26147768.0	25656517.1	26622466.3
128000000.0	26295549.9	25801942.1	26772079.6
129000000.0	26442750.6	25946812.5	26921093.6
130000000.0	26589374.1	26091131.9	27069512.4
131000000.0	26735424.3	26234903.5	27217340.0
132000000.0	26880905.2	26378130.8	27364580.7
133000000.0	27026043.7	26520817.1	27511238.3
134000000.0	27170695.1	26662965.6	27657316.8
135000000.0	27314794.8	26804579.7	27802628.6
136000000.0	27458363.5	26945662.5	27947266.5
137000000.0	27601424.0	27086217.2	28091329.5
138000000.0	27743943.8	27226247.1	28234821.3
139000000.0	27885926.6	27365755.3	28377745.9
140000000.0	28027376.0	27504744.9	28520106.9
141000000.0	28168295.5	27643219.0	28661908.1
142000000.0	28308688.6	27781180.8	28803153.1
143000000.0	28448558.8	27918633.2	28943845.5
144000000.0	28587909.6	28055579.3	29083989.1
145000000.0	28726744.3	28192022.2	29223587.3
146000000.0	28865087.6	28327964.9	29362643.6
147000000.0	29002968.5	28463410.4	29501161.7
148000000.0	29140344.7	28598361.6	29639144.8
149000000.0	29277219.5	28732821.5	29776596.5
150000000.0	29413596.2	28866793.0	29913520.2
151000000.0	29549477.8	29000279.1	30049919.1
152000000.0	29684867.7	29133282.6	30185796.6
153000000.0	29819768.8	29265806.4	30321156.0
154000000.0	29954184.3	29397853.4	30456000.6
155000000.0	30088117.3	29529426.4	30590333.5
156000000.0	30221570.7	29660528.3	30724158.0
157000000.0	30354547.6	29791161.7	30857477.2
158000000.0	30487051.0	29921329.6	30990294.3
159000000.0	30619083.7	30051034.6	31122612.3
160000000.0	30750648.7	30180279.5	31254449.9
161000000.0	30881082.8	30309067.0	31385828.3
162000000.0	31010793.5	30437399.8	31516717.6
163000000.0	31140033.3	30565280.6	31647120.7
164000000.0	31269353.5	30692664.2	31777040.6
165000000.0	31398478.9	30819588.2	31906480.1
166000000.0	31527152.3	30946068.0	32035442.3
167000000.0	31655376.3	31072106.1	32163929.9
168000000.0	31783153.7	31197705.1	32291945.8
169000000.0	31910487.0	31322184.7	32419492.9
170000000.0	32037379.1	31446062.2	32546573.9
171000000.0	32163832.4	31569499.2	32673191.5
172000000.0	32289849.6	31692498.2	32799348.6
173000000.0	32415433.2	31815061.7	32925047.8
174000000.0	32540585.8	31937192.3	33050291.9
175000000.0	32665310.0	32058892.4	33175083.4
176000000.0	32789608.1	32180164.5	33299883.5
177000000.0	32913644.0	32301011.1	33424586.0
178000000.0	33037314.0	32421433.3	33548852.9
179000000.0	33160567.3	32541400.7	33672686.8
180000000.0	33283406.2	32660949.0	33796090.1
181000000.0	33405833.2	32780080.6	33919065.3
182000000.0	33527850.6	32898797.8	34041615.0
183000000.0	33649460.7	33017102.9	34163741.4
184000000.0	33770665.9	33134998.4	34285447.0
185000000.0	33891468.4	33252486.4	34406734.3
186000000.0	34011870.5	33369569.2	34527605.5
187000000.0	34131874.5	33486249.2	34648063.1
188000000.0	34251482.6	33602528.6	34768109.3
189000000.0	34370697.0	33718409.6	34888248.8
190000000.0	34489519.9	33833894.3	35008353.9
191000000.0	34607953.6	33949068.0	35128067.8
192000000.0	34726000.0	34064559.4	35247392.8
193000000.0	34843661.5	34179667.9	35366354.9
194000000.0	34960940.1	34294395.6	35485034.5
195000000.0	35077837.9	34408744.5	35603333.4
196000000.0	35194357.1	34522716.9	35721253.9
197000000.0	35310499.5	34636314.6	35838798.2
198000000.0	35426267.4	34749539.8	35955618.2
199000000.0	35541248.0	34862394.5	36070906.6
200000000.0	35655615.4	34974880.7	36185806.7
201000000.0	35768280.0	35087000.3	36300320.5
202000000.0	35880560.2	35198755.3	36414450.2
203000000.0	35992458.2	35310147.8	36528197.8
204000000.0	36103976.1	35421179.6	36641565.3
205000000.0	36216052.7	35531852.6	36754554.9
206000000.0	36328120.4	35642168.9	36867168.4
207000000.0	36439824.7	35752130.2	36979482.5
208000000.0	36551167.5	35861738.5	37091646.4
209000000.0	36662150.7	35970984.5	37203442.2
210000000.0	36774899.8	36079864.6	37314872.0
211000000.0	36887405.5	36188397.5	37425937.7
212000000.0	36997735.1	36296584.9	37536641.1
213000000.0	37106929.5	36404428.6	37646984.3
214000000.0	37215818.9	36511930.5	37756969.1
215000000.0	37324690.9	36619092.3	37866597.4
216000000.0	37433215.8	36725915.8	37975870.9
217000000.0	37541395.4	36832402.8	38084791.7
218000000.0	37649231.6	36938555.0	38193361.4
219000000.0	37756726.1	37044374.1	38301582.0
220000000.0	37863880.7	37149861.9	38409493.8
221000000.0	37970697.0	37255020.1	38517067.7
222000000.0	38077176.8	37359850.3	38624298.0
223000000.0	38183321.7	37464354.3	38731186.6
224000000.0	38289133.6	37568533.7	38837735.2
