TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
1000000.0	625625.5	619584.3	629954.9
2000000.0	1064853.0	1055244.0	1071729.1
3000000.0	1423152.0	1411026.5	1431752.1
4000000.0	1728270.5	1714269.0	1738117.5
5000000.0	1993967.0	1978604.4	2004785.6
6000000.0	2228695.0	2212320.4	2240240.9
7000000.0	2438173.0	2421030.9	2450237.0
8000000.0	2626531.0	2608817.9	2638939.5
9000000.0	2796880.5	2778773.2	2809524.4
10000000.0	2951688.0	2933335.0	2964474.8
11000000.0	3092950.5	3074463.8	3105802.5
12000000.0	3222293.5	3203779.1	3235154.2
13000000.0	3341092.0	3322623.7	3353910.2
14000000.0	3450500.0	3432145.8	3463237.7
15000000.0	3551531.0	3533316.8	3564132.6
16000000.0	3645013.5	3626989.3	3657454.8
17000000.0	3731684.5	3713895.0	3743956.0
18000000.0	3812187.5	3794673.0	3824288.5
19000000.0	3887112.0	3869893.1	3899028.5
20000000.0	3956966.0	3940057.6	3968688.5
21000000.0	4022198.0	4005608.0	4033719.0
22000000.0	4083207.0	4066948.0	4094524.0
23000000.0	4140356.0	4124429.0	4151462.0
24000000.0	4193967.0	4178371.3	4204861.5
25000000.0	4244327.5	4229061.6	4255010.7
26000000.0	4291702.0	4276763.9	4302170.3
27000000.0	4336328.5	4321710.6	4346584.0
28000000.0	4378424.5	4364113.8	4388462.2
29000000.0	4418176.0	4404170.0	4428003.4
30000000.0	4455764.0	4442052.5	4465382.3
31000000.0	4491354.0	4477925.2	4500764.2
32000000.0	4525079.0	4511931.6	4534293.6
33000000.0	4557080.5	4544209.2	4566106.1
34000000.0	4587485.5	4574879.1	4596327.6
35000000.0	4616402.5	4604053.5	4625068.2
36000000.0	4643936.5	4631837.8	4652431.2
37000000.0	4670184.5	4658325.1	4678513.3
38000000.0	4695234.5	4683603.8	4703402.5
39000000.0	4719165.5	4707754.1	4727186.2
40000000.0	4742052.5	4730849.0	4749934.9
41000000.0	4763966.0	4752960.3	4771713.7
42000000.0	4784958.3	4774149.4	4792584.8
43000000.0	4805086.9	4794474.8	4812606.2
44000000.0	4824414.3	4813990.6	4831831.7
45000000.0	4842990.3	4832746.9	4850311.0
46000000.0	4860867.6	4850790.2	4868090.1
47000000.0	4878092.1	4868163.7	4885211.7
48000000.0	4894693.3	4884907.2	4901715.2
49000000.0	4910708.5	4901058.0	4917637.4
50000000.0	4926160.7	4916650.7	4933012.3
51000000.0	4941091.4	4931717.2	4947871.6
52000000.0	4955545.7	4946278.6	4962244.6
53000000.0	4969520.9	4960359.5	4976158.9
54000000.0	4983059.2	4973998.2	4989639.8
55000000.0	4996184.5	4987218.9	5002711.2
56000000.0	5008906.0	5000044.5	5015395.2
57000000.0	5021264.1	5012495.8	5027712.4
58000000.0	5033284.7	5024592.9	5039682.2
59000000.0	5044943.6	5036353.9	5051322.6
60000000.0	5056288.7	5047796.4	5062650.4
61000000.0	5067336.0	5058936.4	5073681.5
62000000.0	5078112.8	5069789.0	5084430.4
63000000.0	5088625.4	5080368.4	5094911.2
64000000.0	5098884.0	5090687.7	5105136.6
65000000.0	5108900.9	5100759.4	5115105.7
66000000.0	5118688.0	5110594.8	5124840.9
67000000.0	5128256.0	5120204.6	5134354.1
68000000.0	5137616.7	5129598.8	5143655.4
69000000.0	5146769.4	5138786.3	5152754.1
70000000.0	5155705.5	5147775.7	5161659.1
71000000.0	5164436.7	5156574.5	5170378.7
72000000.0	5172935.8	5165189.6	5178920.8
73000000.0	5181361.7	5173627.3	5187292.7
74000000.0	5189658.2	5181893.2	5195501.3
75000000.0	5197706.6	5190099.9	5203553.3
76000000.0	5205665.5	5198203.1	5211454.7
77000000.0	5213463.3	5206166.3	5219211.6
78000000.0	5221120.5	5213991.5	5226832.6
79000000.0	5228661.3	5221673.8	5234368.2
80000000.0	5235934.9	5229196.2	5241790.2
81000000.0	5243176.1	5236520.1	5249092.0
82000000.0	5250321.7	5243611.9	5256276.8
83000000.0	5257510.4	5250473.7	5263348.4
84000000.0	5264526.5	5256749.0	5270310.6
85000000.0	5271383.2	5263210.3	5277167.3
86000000.0	5278206.3	5269637.5	5283889.7
87000000.0	5284849.8	5275869.1	5290610.7
88000000.0	5291424.5	5282322.9	5297191.0
89000000.0	5297782.3	5288480.7	5303652.6
90000000.0	5304045.4	5294472.4	5310049.1
91000000.0	5310308.6	5300351.8	5316358.5
92000000.0	5316460.9	5306124.6	5322583.5
93000000.0	5322529.0	5311557.1	5328726.6
94000000.0	5328515.4	5316817.2	5334853.9
95000000.0	5334481.2	5321957.6	5340920.3
96000000.0	5340501.1	5326979.2	5346914.6
97000000.0	5346385.3	5331883.4	5352844.2
98000000.0	5352101.4	5336671.5	5358786.6
99000000.0	5357735.4	5341345.0	5364683.1
100000000.0	5363419.7	5345905.4	5370518.3
101000000.0	5369091.1	5350325.9	5376296.2
102000000.0	5374770.9	5354559.3	5382016.2
103000000.0	5380244.9	5358682.6	5387679.7
104000000.0	5385517.7	5362698.6	5393288.3
105000000.0	5390707.1	5366610.4	5398864.4
106000000.0	5395837.1	5370420.8	5404556.4
107000000.0	5400909.1	5374133.1	5410217.7
108000000.0	5405924.5	5377750.4	5415836.7
109000000.0	5410884.4	5381275.9	5421414.5
110000000.0	5415901.5	5384712.9	5426628.1
111000000.0	5420874.5	5388064.5	5431742.9
112000000.0	5425796.8	5391539.4	5436812.5
113000000.0	5430591.1	5395212.6	5441937.8
114000000.0	5435322.7	5398834.8	5447169.8
115000000.0	5440006.0	5402408.2	5452360.7
116000000.0	5444652.6	5405934.7	5457511.4
