TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
1000000.0	872441.0	864735.2	881077.5
2000000.0	1700874.0	1685894.2	1717531.0
3000000.0	2511505.5	2489491.8	2535994.4
4000000.0	3309279.0	3280409.8	3341440.8
5000000.0	4096345.5	4060758.8	4136022.5
6000000.0	4873935.0	4831766.8	4920990.8
7000000.0	5642879.0	5594248.5	5697186.2
8000000.0	6403794.5	6348811.7	6465228.2
9000000.0	7157159.5	7095932.6	7225607.3
10000000.0	7903375.5	7835997.8	7978724.6
11000000.0	8642771.5	8569339.1	8724918.4
12000000.0	9375640.5	9296239.1	9464485.8
13000000.0	10102234.5	10016952.4	10197681.8
14000000.0	10822785.5	10731696.1	10924738.0
15000000.0	11537493.5	11440676.4	11645864.3
16000000.0	12246547.5	12144077.0	12361248.8
17000000.0	12950116.5	12842061.3	13071065.4
18000000.0	13648359.0	13534788.5	13775472.6
19000000.0	14341420.0	14222397.9	14474622.6
20000000.0	15029436.0	14905026.5	15168650.2
21000000.0	15712533.5	15582799.4	15857685.6
22000000.0	16390833.5	16255833.0	16541851.6
23000000.0	17064446.0	16924237.9	17221261.3
24000000.0	17733477.5	17588118.0	17896022.7
25000000.0	18398028.4	18247572.5	18566240.3
26000000.0	19058195.5	18902697.4	19232009.7
27000000.0	19714068.1	19553580.3	19893423.5
28000000.0	20365732.4	20200306.6	20550569.5
29000000.0	21013270.7	20842957.3	21203531.9
30000000.0	21656761.6	21481610.3	21852391.0
31000000.0	22296280.5	22116339.9	22497223.8
32000000.0	22931899.6	22747217.8	23138104.2
33000000.0	23563688.1	23374312.4	23775103.0
34000000.0	24191712.7	23997689.8	24408288.5
35000000.0	24816037.3	24617413.7	25037726.3
36000000.0	25436723.9	25233545.4	25663479.5
37000000.0	26053831.7	25846144.1	26285609.4
38000000.0	26667418.3	26455267.0	26904174.7
39000000.0	27277539.0	27060969.6	27519232.5
40000000.0	27884247.5	27663305.4	28130837.8
41000000.0	28487595.7	28262326.5	28739043.9
42000000.0	29087633.7	28858083.1	29343902.6
43000000.0	29684410.0	29450624.2	29945463.9
