TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
1000000.0	869100.0	857484.9	878932.4
2000000.0	1694530.5	1671888.4	1713732.3
3000000.0	2501019.5	2467677.4	2529270.4
4000000.0	3293212.0	3249454.3	3330255.1
5000000.0	4073224.5	4019303.0	4118839.8
6000000.0	4842330.5	4778485.9	4896318.9
7000000.0	5601414.5	5527864.0	5663591.4
8000000.0	6351144.0	6268092.7	6421341.7
9000000.0	7092056.5	6999696.2	7170116.6
10000000.0	7824596.0	7723115.7	7910368.8
11000000.0	8549145.0	8438716.9	8642492.1
12000000.0	9266034.5	9146827.5	9366818.5
13000000.0	9975560.5	9847732.3	10083650.7
14000000.0	10677984.0	10541688.7	10793260.4
15000000.0	11373546.5	11228930.3	11495889.5
16000000.0	12062464.7	11909667.9	12191760.6
17000000.0	12744939.3	12584096.2	12881078.8
18000000.0	13421155.4	13252395.1	13564033.8
19000000.0	14091285.3	13914732.0	14240802.0
20000000.0	14755489.9	14571262.8	14911554.2
21000000.0	15413919.5	15222134.1	15576441.5
22000000.0	16066715.7	15867483.9	16235607.9
23000000.0	16714011.7	16507443.0	16889190.4
24000000.0	17355933.4	17142135.8	17537318.9
25000000.0	17992600.0	17771680.3	18180116.3
26000000.0	18624124.7	18396189.1	18817699.7
27000000.0	19250615.0	19015769.4	19450180.1
28000000.0	19872173.2	19630523.2	20077663.6
29000000.0	20488897.0	20240547.9	20700251.6
30000000.0	21100879.8	20845936.5	21318040.7
31000000.0	21708210.8	21446778.1	21931123.8
32000000.0	22311021.2	22043158.2	22539589.7
33000000.0	22909476.8	22635158.5	23143523.7
34000000.0	23503547.2	23222857.9	23743007.7
35000000.0	24093309.4	23806332.1	24338120.7
36000000.0	24678837.6	24385654.1	24928938.3
37000000.0	25260128.9	24960894.2	25515533.9
38000000.0	25837076.5	25532120.4	26097977.9
39000000.0	26409969.8	26099398.2	26676338.3
40000000.0	26978870.6	26662791.1	27250369.4
41000000.0	27543838.9	27222360.4	27820416.4
42000000.0	28104932.9	27778165.6	28386544.0
43000000.0	28662209.2	28330264.1	28948810.8
44000000.0	29215722.7	28878711.8	29507273.9
45000000.0	29766079.3	29423562.8	30061988.8
46000000.0	30312825.7	29964869.6	30613009.0
47000000.0	30856009.5	30502683.3	31160386.7
48000000.0	31395681.1	31037053.3	31704172.4
49000000.0	31931889.2	31568028.0	32244415.3
50000000.0	32464681.7	32095654.0	32781163.2
51000000.0	32994104.7	32619977.1	33314462.5
52000000.0	33520203.5	33141041.6	33844358.6
53000000.0	34042578.2	33658854.5	34370895.5
54000000.0	34561298.8	34173403.8	34894116.1
55000000.0	35076762.9	34684813.0	35414062.3
56000000.0	35589009.8	35193122.2	35930774.9
57000000.0	36098078.0	35698370.2	36444293.7
58000000.0	36604005.1	36201405.5	36954657.5
59000000.0	37106827.5	36702397.8	37461904.2
60000000.0	37607259.5	37200547.9	37966070.9
61000000.0	38105415.9	37695893.5	38467761.3
62000000.0	38600644.6	38188471.3	38967386.3
63000000.0	39092979.8	38678317.2	39464091.7
64000000.0	39582454.9	39165466.2	39957911.1
