TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
1000000.0	601151.0	554422.4	630922.4
2000000.0	1014535.5	943764.7	1059142.4
3000000.0	1334191.3	1249641.3	1386960.0
4000000.0	1591154.4	1498767.3	1648158.7
5000000.0	1802685.2	1706122.5	1861802.8
6000000.0	1979237.2	1881499.2	2040018.1
7000000.0	2130550.7	2031913.9	2190532.7
8000000.0	2261829.4	2162137.7	2320158.4
9000000.0	2376612.7	2276020.5	2436285.8
10000000.0	2477226.7	2376479.9	2541582.9
11000000.0	2567917.6	2465764.9	2634161.3
12000000.0	2647266.0	2545653.8	2716588.6
13000000.0	2716977.8	2614266.8	2790118.9
14000000.0	2785036.7	2671197.8	2856249.6
15000000.0	2844899.5	2722377.8	2916111.9
16000000.0	2899739.7	2776867.6	2970591.7
17000000.0	2948054.4	2827374.6	3020402.6
18000000.0	2994186.9	2873936.0	3066130.7
19000000.0	3033046.7	2916997.8	3108264.8
20000000.0	3069510.0	2956940.7	3147216.7
21000000.0	3105427.6	2993476.0	3183336.4
22000000.0	3139385.8	3025049.8	3217437.8
23000000.0	3171565.2	3054361.0	3249809.1
24000000.0	3200450.9	3078007.8	3280057.4
25000000.0	3227067.7	3097708.2	3308725.5
26000000.0	3252214.9	3117934.8	3338237.0
27000000.0	3274860.0	3139524.1	3366144.2
28000000.0	3295977.9	3159720.6	3392609.2
29000000.0	3316416.4	3178717.0	3418067.8
30000000.0	3336774.4	3196615.9	3442099.3
31000000.0	3356534.8	3213508.9	3464820.5
32000000.0	3374280.8	3227683.8	3486335.9
33000000.0	3390319.5	3240980.6	3506739.6
34000000.0	3405559.9	3253526.3	3526116.1
35000000.0	3420084.7	3265379.6	3544541.7
36000000.0	3434169.2	3276593.8	3562085.5
37000000.0	3447377.5	3287216.6	3578809.8
38000000.0	3459988.3	3297291.4	3594771.4
39000000.0	3472181.6	3306857.6	3610021.9
40000000.0	3484541.1	3315950.9	3624608.2
41000000.0	3496229.6	3324603.9	3638573.2
42000000.0	3507889.1	3332846.4	3651956.4
43000000.0	3519421.0	3340705.5	3664793.6
44000000.0	3529929.5	3348206.2	3677117.9
45000000.0	3540032.4	3355371.2	3688959.8
46000000.0	3549752.5	3362221.7	3700347.4
47000000.0	3558953.1	3368776.9	3711306.6
48000000.0	3567400.4	3375054.6	3721861.2
49000000.0	3575542.8	3381071.4	3732073.3
50000000.0	3583396.5	3386842.3	3741929.8
51000000.0	3591057.0	3392381.6	3751440.8
52000000.0	3598785.0	3397702.3	3760624.3
53000000.0	3606254.5	3402816.4	3769497.1
54000000.0	3613478.3	3407735.3	3778074.7
55000000.0	3620468.2	3412469.5	3786371.7
56000000.0	3627235.5	3417028.6	3794401.7
57000000.0	3633790.6	3421421.9	3802177.4
58000000.0	3640143.3	3425657.7	3809710.8
59000000.0	3646302.9	3429744.1	3817013.0
60000000.0	3652278.1	3433688.6	3824094.6
61000000.0	3658076.9	3437497.9	3830965.5
62000000.0	3663707.2	3441178.8	3837635.0
63000000.0	3669176.1	3444737.2	3843627.1
64000000.0	3674490.5	3448179.1	3849275.2
65000000.0	3679656.8	3451509.6	3854765.4
66000000.0	3684681.1	3454734.0	3860104.1
67000000.0	3689432.8	3457857.1	3865297.6
68000000.0	3694008.4	3460883.3	3870351.6
69000000.0	3698573.6	3463816.9	3875271.7
