TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
1000000.0	783699.0	775407.2	792719.3
2000000.0	1512185.0	1496212.6	1529189.1
3000000.0	2207267.5	2184229.1	2231697.6
4000000.0	2875802.5	2846123.5	2907184.7
5000000.0	3521843.0	3485883.0	3559792.6
6000000.0	4148181.5	4106243.4	4192367.4
7000000.0	4756900.5	4709261.0	4807027.5
8000000.0	5349630.0	5296528.7	5405445.2
9000000.0	5927691.5	5869350.4	5988961.3
10000000.0	6492186.5	6428809.8	6558696.1
11000000.0	7044045.0	6975824.3	7115601.2
12000000.0	7584071.5	7511183.3	7660495.4
13000000.0	8112970.5	8035578.3	8194095.6
14000000.0	8631358.5	8549615.8	8717025.3
15000000.0	9139790.5	9053838.6	9229851.1
16000000.0	9638758.0	9548735.2	9733073.0
17000000.0	10128706.0	10034740.7	10227145.1
18000000.0	10610044.5	10512254.3	10712482.7
19000000.0	11083141.0	10981645.1	11189458.6
20000000.0	11548334.5	11443243.7	11658417.7
21000000.0	12005939.5	11897358.4	12119683.9
22000000.0	12456246.0	12344274.1	12573545.4
23000000.0	12899520.0	12784255.5	13020278.8
24000000.0	13336014.5	13217547.9	13460137.4
25000000.0	13765959.0	13644380.4	13893355.7
26000000.0	14189574.0	14064969.0	14320159.9
27000000.0	14607064.5	14479514.0	14740751.8
28000000.0	15018622.5	14888206.5	15155334.6
29000000.0	15424428.5	15291223.5	15564087.2
30000000.0	15824655.5	15688736.0	15967184.7
31000000.0	16219530.0	16080901.3	16364793.5
32000000.0	16609141.0	16467871.2	16757067.2
33000000.0	16993634.5	16849788.9	17144155.8
34000000.0	17373150.0	17226791.0	17526196.3
35000000.0	17747816.2	17599005.4	17903324.9
36000000.0	18117761.8	17966559.4	18275669.7
37000000.0	18483104.6	18329568.9	18643351.2
38000000.0	18843958.9	18688146.5	19006485.3
39000000.0	19200433.9	19042400.0	19365183.1
40000000.0	19552634.2	19392432.6	19719550.6
41000000.0	19900659.8	19738343.0	20069689.8
42000000.0	20244607.0	20080226.2	20415698.3
43000000.0	20584568.1	20418173.2	20757669.6
44000000.0	20920631.8	20752271.6	21095694.0
45000000.0	21252883.4	21082605.5	21429858.1
46000000.0	21581405.1	21409256.0	21760245.0
47000000.0	21906276.0	21732301.2	22086935.3
48000000.0	22227572.6	22051816.3	22410006.2
49000000.0	22545368.3	22367874.0	22729532.4
50000000.0	22859734.4	22680544.5	23045586.0
51000000.0	23170739.5	22989895.4	23358236.4
52000000.0	23478450.1	23295992.3	23667551.0
53000000.0	23782930.4	23598898.4	23973594.7
54000000.0	24084242.7	23898675.2	24276430.5
55000000.0	24382447.1	24195381.8	24576119.2
56000000.0	24677602.1	24489075.9	24872719.6
57000000.0	24969764.2	24779813.1	25166288.9
58000000.0	25258988.3	25067647.4	25456882.4
59000000.0	25545327.6	25352631.3	25744553.7
60000000.0	25828833.8	25634815.4	26029354.8
61000000.0	26109557.1	25914249.2	26311336.0
62000000.0	26387546.0	26190980.4	26590546.5
63000000.0	26662848.1	26465055.7	26867033.6
64000000.0	26935509.3	26736520.0	27140843.6
65000000.0	27205574.2	27005417.2	27412021.2
66000000.0	27473040.1	27271789.8	27680610.1
67000000.0	27737973.6	27535679.3	27946652.7
68000000.0	28000428.0	27797125.6	28210190.1
69000000.0	28260437.9	28056167.8	28471262.6
70000000.0	28518034.4	28312843.6	28729909.4
71000000.0	28773243.5	28567189.9	28986168.6
72000000.0	29026085.1	28819242.1	29240077.5
73000000.0	29276572.5	29069034.9	29491672.6
74000000.0	29524714.1	29316601.9	29740989.6
75000000.0	29770521.3	29561975.4	29988063.3
76000000.0	30014630.1	29805187.2	30232928.1
77000000.0	30256741.3	30046267.6	30475617.6
78000000.0	30496721.8	30285246.4	30716164.9
79000000.0	30734604.6	30522152.3	30954602.5
80000000.0	30970422.7	30757013.2	31190962.3
81000000.0	31204208.7	30989856.2	31425276.0
82000000.0	31435994.3	31220707.7	31657574.4
83000000.0	31665810.3	31449593.2	31887888.2
84000000.0	31893686.4	31676537.7	32116247.3
85000000.0	32119651.2	31901565.6	32342681.5
86000000.0	32343732.6	32124700.7	32567219.7
87000000.0	32565957.6	32345966.6	32789890.5
88000000.0	32786352.3	32565386.2	33010721.8
89000000.0	33004942.3	32782982.2	33229741.2
90000000.0	33221752.5	32998777.1	33446975.4
91000000.0	33436807.3	33212793.2	33662450.7
92000000.0	33650130.2	33425052.5	33876192.7
93000000.0	33861744.8	33635577.1	34088244.6
94000000.0	34071982.8	33844389.0	34298699.3
95000000.0	34280960.8	34051509.9	34507496.9
96000000.0	34488330.9	34256961.7	34714660.2
97000000.0	34694114.6	34460766.2	34920211.5
98000000.0	34897982.1	34662945.1	35124172.6
99000000.0	35100288.4	34863520.0	35326564.5
100000000.0	35300947.0	35062512.4	35527407.8
101000000.0	35499647.8	35259943.7	35726722.3
102000000.0	35696832.2	35455834.9	35924527.5
103000000.0	35892284.4	35650207.2	36120842.2
104000000.0	36086094.4	35843081.1	36315684.8
105000000.0	36278434.8	36034477.1	36509073.3
106000000.0	36469323.7	36224415.2	36701025.0
107000000.0	36658778.7	36412915.1	36891996.0
108000000.0	36847227.2	36599996.3	37082149.3
109000000.0	37034412.2	36783542.1	37270926.3
110000000.0	37220231.3	36965130.2	37458342.6
111000000.0	37404701.3	37145370.8	37644413.6
112000000.0	37587838.2	37324923.4	37829154.6
113000000.0	37769658.1	37503774.6	38012580.3
114000000.0	37950176.7	37681891.0	38194705.3
115000000.0	38129409.5	37859225.9	38375543.9
116000000.0	38307371.5	38035725.6	38555110.2
117000000.0	38484077.8	38211334.4	38733198.5
118000000.0	38659404.0	38385999.1	38909396.2
119000000.0	38832871.6	38559670.7	39083883.2
120000000.0	39005079.8	38732092.6	39257138.9
121000000.0	39176070.2	38903429.2	39429177.2
122000000.0	39345856.5	39073658.7	39600011.8
123000000.0	39514452.2	39242763.0	39769656.0
124000000.0	39681870.4	39410729.7	39938123.1
125000000.0	39848124.3	39577550.9	40105426.0
126000000.0	40013226.6	39742865.0	40271577.5
127000000.0	40177190.0	39906038.4	40436590.1
128000000.0	40340026.9	40068100.0	40600476.3
129000000.0	40501749.5	40229061.9	40763248.2
130000000.0	40662369.9	40388935.9	40924917.7
131000000.0	40821899.8	40547733.8	41085496.6
132000000.0	40980351.1	40705466.9	41244996.6
